User ID;Month;Macro Reason;Micro Reason;Financial Value (BRL);Cost Center
AB238D0D;November;feedbacks;Suggestion;8,35;OPS Driver
0D2AC993;July;general questions;Terms of Service;7,38;OPS Driver
5FEC7A2E;December;payments;Campaign;103,33;OPS Driver
3B37BCB4;December;payments;Campaign;95,68;OPS Driver
41823196;October;general questions;Terms of Service;5,81;OPS Driver
D2FF3394;October;general questions;Referral Program;4,68;OPS Driver
769531C4;September;general questions;App Navigation;4,34;OPS Driver
02ADC112;July;card;Card Linking;4,94;OPS Driver
11860CF0;December;payments;Campaign;112,12;OPS Driver
C2222BE5;September;card;Expired Card;6,44;OPS Driver
DDF762A8;October;others;Miscellaneous;3,42;OPS Driver
9717E035;August;general questions;App Navigation;1,86;OPS Driver
98AC54D1;December;payments;Campaign;56,24;OPS Driver
543F0C1A;September;general questions;Referral Program;3,81;OPS Driver
A0D5E4DD;December;onboarding;App Download;8,3;OPS Driver
820ABF76;September;feedbacks;Driver Compliment;0,28;OPS Driver
8EE7FDBE;October;onboarding;App Download;0,26;OPS Driver
28D64871;October;onboarding;First Ride Guide;5,89;OPS Driver
F944D2E6;September;payments;Bugs;294,74;Product UX/UI
CEB843C4;December;general questions;Terms of Service;1,71;OPS Driver
246188C2;July;onboarding;ID Verification;3,0;OPS Driver
7AC7CF78;November;card;Card Linking;7,49;OPS Driver
6A6D7249;September;payments;Miscalculation of road toll;89,38;Product UX/UI
76ED9783;July;payments;Campaign;109,47;OPS Driver
AAD8C4B5;August;feedbacks;Driver Compliment;9,72;OPS Driver
BCE3EF83;September;feedbacks;Driver Compliment;1,32;OPS Driver
B42D2817;July;payments;Optimizer miscalculation;79,39;Product UX/UI
A5374570;September;feedbacks;Driver Compliment;9,76;OPS Driver
A2D799E5;December;payments;Campaign;103,74;OPS Driver
99CC399A;December;payments;Campaign;35,65;OPS Driver
C29D5B58;September;incentives;Promo Code Not Working;9,76;OPS Driver
8C1C6340;December;payments;Campaign;96,27;OPS Driver
50556145;August;card;Expired Card;5,78;OPS Driver
E2C90079;July;feedbacks;Driver Compliment;8,71;OPS Driver
AAD94FE5;October;payments;Bugs;120,85;Product UX/UI
6EED80F1;December;payments;Campaign;20,46;OPS Driver
E125F8B6;October;general questions;App Navigation;5,8;OPS Driver
83EFC946;December;payments;Campaign;71,39;OPS Driver
256A5459;August;others;Miscellaneous;2,8;OPS Driver
E88533AA;July;onboarding;ID Verification;1,34;OPS Driver
7F24E4F8;November;onboarding;First Ride Guide;8,22;OPS Driver
969BC992;October;incentives;Promo Code Not Working;8,99;OPS Driver
E32E92BA;August;onboarding;First Ride Guide;9,04;OPS Driver
C4816136;September;onboarding;App Download;6,21;OPS Driver
85756B3B;September;incentives;Bonus Eligibility;1,05;OPS Driver
EFC6BCA1;July;incentives;Promo Code Not Working;9,47;OPS Driver
51AD41E0;November;incentives;Bonus Eligibility;5,25;OPS Driver
8803B246;December;payments;Not Validated PIN;125,76;Product UX/UI
5737B221;October;general questions;Referral Program;6,49;OPS Driver
B85F1B18;July;payments;Campaign;106,42;OPS Driver
44A27BCC;August;onboarding;ID Verification;8,41;OPS Driver
E521721B;September;payments;Not Validated PIN;28,02;Product UX/UI
592FE89B;September;general questions;Referral Program;9,96;OPS Driver
227C473D;September;onboarding;ID Verification;1,52;OPS Driver
1628C67C;September;general questions;Referral Program;6,3;OPS Driver
648D69E4;November;payments;Miscalculation of road toll;78,31;Product UX/UI
2FA98001;August;general questions;Referral Program;9,64;OPS Driver
7A7378B7;September;payments;Campaign;117,49;OPS Driver
AD3E985D;October;payments;Campaign;12,12;OPS Driver
E6218DF6;November;bugs;GPS Glitch;1,12;Product UX/UI
B22628DE;September;card;Card Linking;3,67;OPS Driver
B9C7269C;December;general questions;Referral Program;5,88;OPS Driver
532FB5B8;August;general questions;App Navigation;8,76;OPS Driver
F7C50373;November;payments;Campaign;14,49;OPS Driver
5AEE90D6;November;onboarding;ID Verification;4,29;OPS Driver
C29F0A65;October;general questions;Referral Program;4,57;OPS Driver
E366C0D1;December;payments;Others;350,6;OPS Driver
A4B22F8C;August;incentives;Bonus Eligibility;5,37;OPS Driver
DF1449E1;December;general questions;App Navigation;5,7;OPS Driver
42DF62F3;August;incentives;Bonus Eligibility;4,45;OPS Driver
638366EA;July;general questions;App Navigation;8,14;OPS Driver
E20E2DBC;September;payments;Miscalculation of road toll;43,2;Product UX/UI
F6312208;December;general questions;App Navigation;1,98;OPS Driver
4904E651;December;bugs;App Crash;0,12;Product UX/UI
5345FA72;September;bugs;App Crash;7,84;Product UX/UI
60A682ED;December;others;Miscellaneous;4,62;OPS Driver
0A8D6448;August;onboarding;App Download;8,12;OPS Driver
F952D680;December;general questions;App Navigation;7,7;OPS Driver
9C2EFE10;October;others;Miscellaneous;9,69;OPS Driver
4C98755D;November;onboarding;ID Verification;3,65;OPS Driver
E9487B67;September;card;Card Linking;9,6;OPS Driver
96FE1CA1;July;incentives;Promo Code Not Working;9,91;OPS Driver
24797DC4;December;payments;Campaign;52,43;OPS Driver
B5E9205A;August;others;Miscellaneous;1,38;OPS Driver
CF5A08E4;December;payments;Campaign;332,81;OPS Driver
EB2DE6C6;December;payments;Campaign;85,86;OPS Driver
6E20807D;September;payments;Optimizer miscalculation;320,46;Product UX/UI
1A093335;August;card;Expired Card;4,01;OPS Driver
FD6560C0;August;onboarding;ID Verification;7,64;OPS Driver
725FDC1E;December;payments;Campaign;112,32;OPS Driver
1F517541;August;onboarding;App Download;5,87;OPS Driver
5407191C;November;payments;Optimizer miscalculation;78,23;Product UX/UI
8EEA6CAD;December;payments;Campaign;12,34;OPS Driver
B65012DC;December;onboarding;ID Verification;3,11;OPS Driver
FD65886C;September;card;Expired Card;9,85;OPS Driver
44A49427;September;onboarding;ID Verification;2,2;OPS Driver
EEE31DB7;December;onboarding;ID Verification;7,57;OPS Driver
32E27DD7;November;general questions;Referral Program;8,41;OPS Driver
7D895623;December;payments;Campaign;116,11;OPS Driver
A4E0A0D8;December;onboarding;ID Verification;4,84;OPS Driver
28B86434;August;others;Miscellaneous;1,34;OPS Driver
98395411;November;payments;Campaign;72,69;OPS Driver
E0DE0E01;December;payments;Campaign;8,9;OPS Driver
C915A172;July;incentives;Bonus Eligibility;1,85;OPS Driver
5BE6AEE8;September;feedbacks;Driver Compliment;3,19;OPS Driver
6B45E3BA;July;feedbacks;Driver Compliment;4,95;OPS Driver
9F4DAA8A;October;payments;Bugs;105,63;Product UX/UI
D341B4A5;September;payments;Optimizer miscalculation;70,44;Product UX/UI
2783D1ED;August;bugs;App Crash;1,79;Product UX/UI
AE3401C3;November;onboarding;App Download;8,31;OPS Driver
4CD9C522;October;payments;Campaign;185,77;OPS Driver
7CD21AB2;November;payments;Improper collection of ride tax;88,11;Product UX/UI
7A532DB7;October;payments;Campaign;91,82;OPS Driver
1012CF52;August;card;Expired Card;8,5;OPS Driver
1639E100;October;onboarding;ID Verification;2,45;OPS Driver
FC77D0C8;December;onboarding;ID Verification;7,53;OPS Driver
423740C6;November;onboarding;App Download;1,64;OPS Driver
4F28EAB1;October;payments;Campaign;67,47;OPS Driver
F89FBBBF;November;payments;Campaign;91,62;OPS Driver
D55DDE53;July;others;Miscellaneous;3,38;OPS Driver
EF79CADD;July;general questions;Terms of Service;6,67;OPS Driver
1B91FAD8;November;payments;Optimizer miscalculation;115,11;Product UX/UI
8DA6DEC4;October;feedbacks;Driver Compliment;7,46;OPS Driver
F1AA523B;December;onboarding;ID Verification;6,03;OPS Driver
0293D056;August;general questions;Referral Program;5,14;OPS Driver
A760869D;October;onboarding;First Ride Guide;9,29;OPS Driver
4AA246C8;November;payments;Campaign;44,41;OPS Driver
684176B3;October;others;Miscellaneous;6,84;OPS Driver
8C49F8F8;November;onboarding;ID Verification;9,43;OPS Driver
EFF89FDC;August;onboarding;App Download;0,98;OPS Driver
0C92C856;August;payments;Others;350,35;OPS Driver
C025242A;August;onboarding;App Download;9,68;OPS Driver
6B053809;October;payments;Campaign;105,84;OPS Driver
2AFD56B9;July;incentives;Bonus Eligibility;9,9;OPS Driver
1CBA1782;November;payments;Campaign;41,14;OPS Driver
25BCC02F;November;general questions;Referral Program;8,69;OPS Driver
96F8ACD5;October;onboarding;App Download;1,52;OPS Driver
83FA3501;December;payments;Others;95,12;OPS Driver
8B547BD9;July;onboarding;App Download;8,97;OPS Driver
A08D79B9;September;general questions;Terms of Service;7,17;OPS Driver
BE6223ED;September;card;Expired Card;5,87;OPS Driver
4725EE82;September;onboarding;First Ride Guide;2,68;OPS Driver
C533ADD4;December;payments;Campaign;79,55;OPS Driver
8703D809;November;card;Card Linking;5,51;OPS Driver
8B133DF1;July;payments;Miscalculation of road toll;130,97;Product UX/UI
39EDD8C9;August;feedbacks;Driver Compliment;6,88;OPS Driver
F792C766;December;payments;Campaign;193,0;OPS Driver
8B480507;July;bugs;GPS Glitch;3,64;Product UX/UI
B935B579;December;payments;Campaign;67,77;OPS Driver
B88AFB79;October;onboarding;ID Verification;4,05;OPS Driver
F8B1703D;October;payments;Campaign;44,56;OPS Driver
184B38A2;December;payments;Campaign;322,46;OPS Driver
7770AC4B;November;payments;Optimizer miscalculation;103,94;Product UX/UI
0DDEA541;November;general questions;Referral Program;0,94;OPS Driver
7AD179E9;December;payments;Campaign;76,13;OPS Driver
4286603E;October;general questions;Referral Program;1,55;OPS Driver
26012835;December;payments;Campaign;25,61;OPS Driver
83B3601B;July;incentives;Bonus Eligibility;9,17;OPS Driver
3BBE5043;October;payments;Bugs;101,03;Product UX/UI
0177D2F2;November;bugs;App Crash;9,7;Product UX/UI
0CEB35BA;September;card;Expired Card;6,67;OPS Driver
71DA70E2;October;payments;Campaign;8,74;OPS Driver
D2BA4DDD;November;payments;Campaign;204,33;OPS Driver
AF9375DC;December;payments;Campaign;107,67;OPS Driver
EEAA2173;December;payments;Campaign;103,4;OPS Driver
C26D38E4;August;general questions;Referral Program;7,02;OPS Driver
9A968478;August;bugs;App Crash;9,19;Product UX/UI
325B0853;September;feedbacks;Suggestion;2,31;OPS Driver
E11A31DF;September;feedbacks;Suggestion;4,79;OPS Driver
76BEFDD7;December;payments;Improper collection of ride tax;125,59;Product UX/UI
6C61C1DA;September;incentives;Promo Code Not Working;8,8;OPS Driver
94914CC0;July;others;Miscellaneous;7,26;OPS Driver
3CEED201;September;others;Miscellaneous;6,79;OPS Driver
E6A6536A;November;onboarding;First Ride Guide;7,33;OPS Driver
012D1F9E;July;onboarding;App Download;1,56;OPS Driver
0D9715EC;October;onboarding;ID Verification;6,95;OPS Driver
96AE1EAE;August;incentives;Promo Code Not Working;7,7;OPS Driver
B2301EE0;July;onboarding;App Download;5,08;OPS Driver
D7083659;August;onboarding;ID Verification;7,42;OPS Driver
9A0FFE44;July;general questions;Terms of Service;8,76;OPS Driver
346062DD;August;onboarding;ID Verification;3,51;OPS Driver
4DAAEFB9;October;payments;Bugs;53,59;Product UX/UI
2AFB9B8F;July;onboarding;ID Verification;2,87;OPS Driver
FB2ECAB9;September;bugs;GPS Glitch;5,78;Product UX/UI
2DC2C7B7;September;bugs;GPS Glitch;8,6;Product UX/UI
3ABA5A04;August;feedbacks;Driver Compliment;2,18;OPS Driver
ED75C7AA;September;payments;Campaign;226,46;OPS Driver
B956ABB3;October;card;Card Linking;9,02;OPS Driver
F137EF84;December;onboarding;First Ride Guide;6,78;OPS Driver
A0439B84;July;others;Miscellaneous;7,64;OPS Driver
D8B99FA1;December;general questions;App Navigation;1,93;OPS Driver
E8D471D3;July;others;Miscellaneous;2,4;OPS Driver
7579EF61;December;payments;Campaign;57,04;OPS Driver
E9CFA41A;August;payments;Campaign;61,67;OPS Driver
ABDBE80F;October;payments;Campaign;106,72;OPS Driver
29AD798C;August;others;Miscellaneous;6,96;OPS Driver
18571543;December;onboarding;App Download;5,21;OPS Driver
ED1B2CF1;November;others;Miscellaneous;5,38;OPS Driver
2C958DF5;December;bugs;GPS Glitch;9,71;Product UX/UI
4162B7C0;December;payments;Campaign;107,12;OPS Driver
F584129F;December;payments;Campaign;60,59;OPS Driver
29829D95;October;payments;Optimizer miscalculation;29,68;Product UX/UI
A4FFA0E0;July;general questions;Terms of Service;8,32;OPS Driver
11D1C110;December;payments;Not Validated PIN;65,63;Product UX/UI
36B54BB1;October;payments;Improper collection of ride tax;111,64;Product UX/UI
45C28315;November;general questions;App Navigation;4,37;OPS Driver
F263119A;August;card;Card Linking;7,89;OPS Driver
3D6AF720;September;onboarding;App Download;1,36;OPS Driver
B9383D3F;December;others;Miscellaneous;7,23;OPS Driver
8B27DAB1;September;card;Card Linking;4,29;OPS Driver
5D40768A;November;payments;Campaign;91,76;OPS Driver
613DEC44;July;general questions;Referral Program;8,74;OPS Driver
083B6FBB;August;onboarding;App Download;4,37;OPS Driver
E3F83CFE;July;general questions;Terms of Service;2,34;OPS Driver
FDD814DE;September;feedbacks;Suggestion;7,24;OPS Driver
F403E26A;August;payments;Others;3,4;OPS Driver
B03F4BC9;August;payments;Bugs;116,34;Product UX/UI
601DF4DC;November;card;Expired Card;9,96;OPS Driver
AAD90206;December;payments;Others;63,52;OPS Driver
4FF4F190;September;incentives;Promo Code Not Working;4,62;OPS Driver
8B880DE7;September;onboarding;App Download;7,79;OPS Driver
2AFF160D;July;others;Miscellaneous;0,28;OPS Driver
181B3366;September;general questions;App Navigation;5,47;OPS Driver
C6B72786;November;payments;Campaign;94,4;OPS Driver
ED3C0A0B;November;general questions;Referral Program;1,07;OPS Driver
74048C68;December;payments;Campaign;388,58;OPS Driver
6633A74F;September;others;Miscellaneous;3,99;OPS Driver
DF682B78;July;others;Miscellaneous;9,67;OPS Driver
BA61AF71;December;card;Expired Card;3,98;OPS Driver
A2FF8E49;September;payments;Car Wash (UAU);105,47;UAU
2805AD02;July;card;Expired Card;7,21;OPS Driver
22E9F3B4;November;payments;Car Wash (UAU);60,04;UAU
507162B6;October;incentives;Bonus Eligibility;2,28;OPS Driver
786069EB;October;payments;Optimizer miscalculation;120,83;Product UX/UI
90707C9D;July;onboarding;ID Verification;0,44;OPS Driver
49EEE411;July;onboarding;ID Verification;8,02;OPS Driver
25093EFB;November;payments;Campaign;262,55;OPS Driver
0B4F4B9E;December;payments;Campaign;7,31;OPS Driver
75E0376B;July;incentives;Promo Code Not Working;4,29;OPS Driver
98548565;November;payments;Bugs;47,72;Product UX/UI
010C768A;July;incentives;Bonus Eligibility;5,9;OPS Driver
ECA24EC8;September;payments;Others;21,11;OPS Driver
44EA8694;September;bugs;App Crash;4,58;Product UX/UI
DC33F602;September;card;Expired Card;5,69;OPS Driver
399FA825;December;payments;Campaign;85,39;OPS Driver
44829D36;July;payments;Others;233,89;OPS Driver
2CB75191;December;onboarding;First Ride Guide;4,86;OPS Driver
9014FD3F;November;payments;Optimizer miscalculation;69,83;Product UX/UI
9B40DB9C;October;onboarding;First Ride Guide;9,16;OPS Driver
E790DD70;September;payments;Not Validated PIN;70,7;Product UX/UI
B910E000;July;payments;Miscalculation of road toll;148,27;Product UX/UI
964BC498;August;onboarding;ID Verification;2,62;OPS Driver
9862647A;November;payments;Campaign;67,12;OPS Driver
76934E96;November;payments;Campaign;2,74;OPS Driver
0E3237C9;November;onboarding;First Ride Guide;1,75;OPS Driver
997AAA5E;August;general questions;Terms of Service;5,75;OPS Driver
3AF23E1E;September;onboarding;ID Verification;2,4;OPS Driver
1AAAB6BF;December;payments;Campaign;7,54;OPS Driver
B3EFC6DC;December;payments;Campaign;89,72;OPS Driver
ED17199E;November;payments;Campaign;69,44;OPS Driver
397293A9;October;onboarding;First Ride Guide;3,84;OPS Driver
BEFC0AE2;December;payments;Campaign;113,66;OPS Driver
76F90FA5;December;payments;Bugs;140,31;Product UX/UI
89E45DE4;July;feedbacks;Driver Compliment;7,12;OPS Driver
379AFFBF;December;general questions;App Navigation;0,29;OPS Driver
00BBC729;September;general questions;Terms of Service;3,62;OPS Driver
E0CACD18;December;payments;Campaign;94,8;OPS Driver
2DA55004;December;payments;Campaign;24,31;OPS Driver
84AD92B0;July;incentives;Bonus Eligibility;7,08;OPS Driver
66C67AA7;September;payments;Others;110,58;OPS Driver
EB31F624;December;others;Miscellaneous;6,52;OPS Driver
09923B80;July;onboarding;First Ride Guide;4,15;OPS Driver
11C1B0D6;November;payments;Campaign;115,11;OPS Driver
863A6D46;September;incentives;Promo Code Not Working;1,49;OPS Driver
037F4089;December;onboarding;ID Verification;5,66;OPS Driver
4B726956;November;incentives;Bonus Eligibility;7,87;OPS Driver
24833BA0;July;card;Card Linking;7,74;OPS Driver
6D9635BF;August;onboarding;App Download;0,73;OPS Driver
746839C4;December;payments;Campaign;117,16;OPS Driver
F768D4E2;September;bugs;GPS Glitch;2,89;Product UX/UI
C0BDB8A7;December;payments;Optimizer miscalculation;389,02;Product UX/UI
F1D35EF8;December;others;Miscellaneous;6,84;OPS Driver
1D8F8C19;October;onboarding;ID Verification;4,28;OPS Driver
691DF841;July;general questions;Terms of Service;8,37;OPS Driver
1E316B80;August;others;Miscellaneous;2,09;OPS Driver
9D32107A;September;onboarding;App Download;3,14;OPS Driver
273361F8;September;feedbacks;Driver Compliment;8,25;OPS Driver
31554CDF;August;onboarding;App Download;1,61;OPS Driver
5DA9E18D;December;general questions;Referral Program;8,04;OPS Driver
A6F467FE;November;onboarding;App Download;2,0;OPS Driver
D9E775E6;December;payments;Not Validated PIN;4,55;Product UX/UI
1DA826DA;August;others;Miscellaneous;2,37;OPS Driver
DBAF73EB;December;payments;Campaign;27,73;OPS Driver
2351651B;September;onboarding;ID Verification;6,04;OPS Driver
0A155464;November;payments;Campaign;284,39;OPS Driver
0B3CBE38;October;payments;Campaign;88,67;OPS Driver
2D33DD9F;December;payments;Improper collection of ride tax;286,41;Product UX/UI
15E69A27;November;onboarding;App Download;2,56;OPS Driver
6F288E83;August;others;Miscellaneous;8,9;OPS Driver
CC1F563C;November;onboarding;App Download;0,44;OPS Driver
3D7EEF60;November;onboarding;First Ride Guide;0,94;OPS Driver
884B8C9A;August;general questions;Referral Program;2,86;OPS Driver
22349370;October;bugs;GPS Glitch;6,79;Product UX/UI
01BBDD06;December;others;Miscellaneous;8,8;OPS Driver
86DA7B21;July;general questions;Terms of Service;5,79;OPS Driver
AECE3ED2;September;payments;Campaign;98,07;OPS Driver
59F47FB4;November;payments;Campaign;116,16;OPS Driver
9CA4208D;July;general questions;Referral Program;3,97;OPS Driver
5939C40E;December;payments;Others;62,3;OPS Driver
08374E92;December;payments;Ride cancellation (CSI Only);22,59;CSI
AC83D525;July;onboarding;App Download;0,52;OPS Driver
4F6A944A;November;payments;Campaign;363,31;OPS Driver
41E3AAF2;October;incentives;Promo Code Not Working;6,58;OPS Driver
D37D93B9;November;bugs;App Crash;9,91;Product UX/UI
34732DC0;October;bugs;App Crash;0,51;Product UX/UI
CB06D731;October;feedbacks;Driver Compliment;8,21;OPS Driver
77D55B27;December;payments;Campaign;91,66;OPS Driver
62D63E25;November;onboarding;ID Verification;6,78;OPS Driver
12706F71;September;payments;Others;61,13;OPS Driver
2310D64B;July;others;Miscellaneous;8,77;OPS Driver
9239B2F7;November;others;Miscellaneous;8,92;OPS Driver
B7A5253C;December;payments;Campaign;320,91;OPS Driver
025C734F;November;incentives;Promo Code Not Working;7,88;OPS Driver
59DE56FC;August;payments;Ride cancellation (CSI Only);398,46;CSI
A1EA4C8D;December;payments;Campaign;38,08;OPS Driver
5BC29682;December;payments;Campaign;67,55;OPS Driver
5E9D11BD;December;payments;Campaign;32,86;OPS Driver
CFE8E0C2;December;payments;Campaign;77,47;OPS Driver
C7216E07;December;payments;Campaign;369,92;OPS Driver
C7C889D3;November;onboarding;First Ride Guide;6,82;OPS Driver
570D309C;November;others;Miscellaneous;9,87;OPS Driver
65DC6A4F;November;card;Expired Card;1,25;OPS Driver
8C28C99F;December;payments;Campaign;35,86;OPS Driver
B4154000;December;payments;Campaign;5,84;OPS Driver
1ECADD25;November;others;Miscellaneous;9,96;OPS Driver
C6E8F197;August;bugs;GPS Glitch;5,0;Product UX/UI
D6013A30;October;onboarding;App Download;8,78;OPS Driver
2F1E1C88;December;payments;Campaign;68,44;OPS Driver
7E2F1200;September;payments;Optimizer miscalculation;19,93;Product UX/UI
B597CE6C;December;others;Miscellaneous;6,44;OPS Driver
05D7464C;November;others;Miscellaneous;9,88;OPS Driver
4ABCACEE;September;incentives;Bonus Eligibility;5,2;OPS Driver
8C447504;December;feedbacks;Suggestion;4,84;OPS Driver
D60220BC;July;incentives;Promo Code Not Working;2,25;OPS Driver
8A57A5FD;September;incentives;Promo Code Not Working;9,46;OPS Driver
BFE2349A;July;onboarding;First Ride Guide;4,69;OPS Driver
D57674DF;September;payments;Campaign;210,5;OPS Driver
2007E291;August;general questions;App Navigation;3,0;OPS Driver
F8C9B589;October;others;Miscellaneous;4,19;OPS Driver
55C698C6;September;onboarding;First Ride Guide;2,91;OPS Driver
D4E1752F;October;payments;Campaign;200,69;OPS Driver
7313FF07;August;card;Expired Card;3,07;OPS Driver
E7715311;December;payments;Campaign;36,46;OPS Driver
6AF860BE;December;payments;Campaign;80,63;OPS Driver
B635581C;July;general questions;App Navigation;3,55;OPS Driver
AB0A33C0;September;onboarding;First Ride Guide;1,17;OPS Driver
CD245F91;September;others;Miscellaneous;1,31;OPS Driver
E1A977C7;December;general questions;App Navigation;2,65;OPS Driver
CB8CD142;October;onboarding;App Download;0,88;OPS Driver
0599F67C;October;general questions;Referral Program;8,29;OPS Driver
B54BE326;July;incentives;Promo Code Not Working;0,58;OPS Driver
86D35FE4;December;payments;Campaign;106,35;OPS Driver
EE2E03D8;September;bugs;App Crash;3,72;Product UX/UI
2CA04637;October;general questions;Referral Program;3,59;OPS Driver
2730B71A;September;general questions;Terms of Service;0,84;OPS Driver
1BD3B86D;December;payments;Campaign;37,91;OPS Driver
58707786;November;others;Miscellaneous;4,36;OPS Driver
444F7CCA;August;incentives;Promo Code Not Working;8,43;OPS Driver
9D97F020;December;payments;Campaign;14,95;OPS Driver
71D93C62;November;payments;Campaign;353,24;OPS Driver
33C6B28F;October;payments;Campaign;70,02;OPS Driver
679D69E6;December;payments;Campaign;13,35;OPS Driver
DE9143C8;October;feedbacks;Suggestion;9,3;OPS Driver
C0DCE6F8;November;payments;Campaign;31,66;OPS Driver
0114C3FA;September;general questions;Referral Program;9,07;OPS Driver
49A26AC5;September;payments;Miscalculation of road toll;59,68;Product UX/UI
744E20E3;August;card;Card Linking;3,12;OPS Driver
CBC99C02;August;feedbacks;Suggestion;6,21;OPS Driver
6E6D0A15;July;card;Card Linking;4,12;OPS Driver
383BBB80;August;payments;Campaign;45,32;OPS Driver
A71CBF27;December;payments;Bugs;19,08;Product UX/UI
ED86A36F;July;general questions;Referral Program;3,15;OPS Driver
A7F2451E;December;payments;Campaign;16,17;OPS Driver
AFF26C1C;July;card;Card Linking;9,18;OPS Driver
50A1BD88;November;payments;Campaign;21,98;OPS Driver
66DCD364;August;payments;Driver Get Driver;102,45;OPS Driver
DF111740;July;feedbacks;Suggestion;3,14;OPS Driver
B5D47581;July;general questions;App Navigation;5,37;OPS Driver
147F5B81;December;payments;Campaign;371,61;OPS Driver
91CB823B;October;onboarding;App Download;2,03;OPS Driver
D71778F5;September;payments;Campaign;33,88;OPS Driver
A3AD61B2;December;onboarding;First Ride Guide;5,58;OPS Driver
82ED631C;November;general questions;App Navigation;7,0;OPS Driver
9A0CC2CD;December;payments;Campaign;103,8;OPS Driver
A3A32C0C;December;general questions;App Navigation;4,91;OPS Driver
90945A43;September;onboarding;First Ride Guide;7,29;OPS Driver
B8390572;September;onboarding;App Download;7,18;OPS Driver
0705D808;December;payments;Campaign;84,97;OPS Driver
B5D1EBC8;October;bugs;App Crash;2,35;Product UX/UI
8ADFDB91;July;payments;Bugs;102,28;Product UX/UI
986E4CF6;December;payments;Campaign;34,78;OPS Driver
A131E0B2;November;feedbacks;Suggestion;0,45;OPS Driver
95765762;October;payments;Not Validated PIN;43,35;Product UX/UI
D636B0B3;July;card;Expired Card;3,31;OPS Driver
1CC21D1D;December;payments;Campaign;2,67;OPS Driver
ED8B0DE1;October;onboarding;First Ride Guide;8,42;OPS Driver
57F011F0;November;feedbacks;Driver Compliment;9,07;OPS Driver
BC8BD84F;December;payments;Campaign;331,82;OPS Driver
9FB983F4;October;general questions;Terms of Service;9,33;OPS Driver
35C462AF;October;onboarding;ID Verification;2,18;OPS Driver
6A1834B2;August;general questions;Terms of Service;5,41;OPS Driver
D6A25C3A;September;payments;Bugs;93,14;Product UX/UI
0873C473;October;onboarding;ID Verification;0,8;OPS Driver
297B6F17;December;payments;Campaign;66,02;OPS Driver
D54E682F;October;feedbacks;Driver Compliment;2,39;OPS Driver
2300B4F8;December;payments;Campaign;338,63;OPS Driver
F0746C5F;October;card;Card Linking;6,54;OPS Driver
A06B61F9;September;onboarding;First Ride Guide;0,2;OPS Driver
7DFE8061;December;payments;Campaign;64,01;OPS Driver
A554863D;November;incentives;Promo Code Not Working;1,31;OPS Driver
760BCFF2;December;payments;Car Wash (UAU);24,22;UAU
E45B329E;August;onboarding;App Download;9,35;OPS Driver
9756D8E0;September;feedbacks;Driver Compliment;2,06;OPS Driver
D2F928A2;October;onboarding;App Download;7,15;OPS Driver
161D2870;October;payments;Campaign;294,24;OPS Driver
C45AF397;August;feedbacks;Driver Compliment;1,19;OPS Driver
B61D02B9;November;payments;Car Wash (UAU);87,58;UAU
53431C9C;December;payments;Campaign;114,27;OPS Driver
B4A3D3C2;December;payments;Campaign;105,64;OPS Driver
95C0065A;December;payments;Campaign;356,46;OPS Driver
174AEC79;September;general questions;Terms of Service;7,16;OPS Driver
DFDE4B0A;July;general questions;Referral Program;7,8;OPS Driver
CDBF856D;September;general questions;Referral Program;9,64;OPS Driver
5BCBE198;December;payments;Campaign;116,51;OPS Driver
D2743D30;July;feedbacks;Driver Compliment;3,67;OPS Driver
2C810D2D;October;feedbacks;Driver Compliment;5,34;OPS Driver
0A012438;November;onboarding;First Ride Guide;6,73;OPS Driver
C5309AB7;November;onboarding;ID Verification;4,47;OPS Driver
06D22896;December;onboarding;First Ride Guide;9,01;OPS Driver
DBB2BE0D;December;payments;Campaign;9,72;OPS Driver
F8419FB4;December;payments;Campaign;50,62;OPS Driver
9A3588E7;December;general questions;Terms of Service;0,94;OPS Driver
92CFACC2;August;payments;Ride cancellation (CSI Only);28,27;CSI
1B852CD0;September;onboarding;ID Verification;6,58;OPS Driver
15317CC4;November;payments;Optimizer miscalculation;5,44;Product UX/UI
D0804F0D;August;payments;Campaign;94,53;OPS Driver
7CC00707;December;payments;Campaign;62,86;OPS Driver
AE9F2B18;December;onboarding;First Ride Guide;7,35;OPS Driver
FBE3D083;August;payments;Not Validated PIN;49,18;Product UX/UI
14A0E49F;July;card;Expired Card;4,46;OPS Driver
CF99E174;August;general questions;Referral Program;1,18;OPS Driver
8BCE360D;December;onboarding;ID Verification;0,46;OPS Driver
D50B300A;November;card;Expired Card;6,14;OPS Driver
F0E7F3A6;December;feedbacks;Suggestion;5,5;OPS Driver
F3184ADD;July;onboarding;App Download;0,89;OPS Driver
EACFF01A;October;onboarding;ID Verification;1,33;OPS Driver
118D75BE;October;general questions;App Navigation;1,31;OPS Driver
B3EDBAF3;December;payments;Campaign;101,27;OPS Driver
AFF8ABD8;December;payments;Campaign;8,57;OPS Driver
7F96CC9D;July;bugs;GPS Glitch;7,69;Product UX/UI
41211664;August;payments;Bugs;127,63;Product UX/UI
A70F5455;December;payments;Campaign;96,06;OPS Driver
F8579A50;August;onboarding;App Download;3,09;OPS Driver
ADB50F6A;October;payments;Ride with assault (Safety);118,28;OPS Driver
D721E459;July;payments;Improper collection of ride tax;10,55;Product UX/UI
F573E840;July;general questions;Terms of Service;8,79;OPS Driver
